id,names,artist_names,artist_pop,albums,track_pop,durations_ms,playlist_name
2590,Automotivo Bibi Fogosa,Bibi Babydoll,67,Automotivo Bibi Fogosa,88,129778,big on the internet
2591,Beauty And A Beat,Justin Bieber,86,Believe (Deluxe Edition),81,227987,big on the internet
2592,Lovers Rock,TV Girl,77,French Exit,89,213920,big on the internet
2593,I Know - PR1SVX Edit,Kanii,68,I Know (PR1SVX Edit),78,133829,big on the internet
2594,Apocalypse,Cigarettes After Sex,79,Cigarettes After Sex,90,290617,big on the internet
2595,RUNNING OUT OF TIME,"Tyler, The Creator",82,IGOR,76,177227,big on the internet
2596,Already Rich,Yeat,81,Already Rich,79,145528,big on the internet
2597,Eyes Without A Face,Billy Idol,66,Rebel Yell,79,299240,big on the internet
2598,hotline (edit),Billie Eilish,86,hotline (edit),85,60720,big on the internet
2599,Sky,Playboi Carti,82,Whole Lotta Red,85,193234,big on the internet
2600,United In Grief,Kendrick Lamar,86,Mr. Morale & The Big Steppers,79,255378,big on the internet
2601,Resonance,Home,58,Odyssey,70,212881,big on the internet
2602,What You Won't Do for Love,Bobby Caldwell,56,What You Won't Do for Love,77,286493,big on the internet
2603,Space Song,Beach House,70,Depression Cherry,82,320467,big on the internet
2604,Heart To Heart,Mac DeMarco,77,Here Comes The Cowboy,86,211140,big on the internet
2605,Shut up My Moms Calling - (Sped Up),Hotel Ugly,73,Shut up My Moms Calling (Sped up),86,135529,big on the internet
2606,I Think I Like When It Rains,WILLIS,54,Locals 2,75,278293,big on the internet
2607,Somewhere Only We Know,Keane,70,Hopes And Fears,79,236160,big on the internet
2608,"La leçon particulière - Bande originale du film ""La leçon particulière""",Francis Lai,55,La Lecon Particuliere,48,105560,big on the internet
2609,Gangsta's Paradise,Coolio,66,Gangsta's Paradise,87,240693,All Out 90s
2610,Barbie Girl,Aqua,70,Aquarium (Special Edition),80,197960,All Out 90s
2611,Under the Bridge,Red Hot Chili Peppers,80,Blood Sugar Sex Magik (Deluxe Edition),87,264307,All Out 90s
2612,Zombie,The Cranberries,71,No Need To Argue (The Complete Sessions 1994-1995),86,306440,All Out 90s
2613,Thunderstruck,AC/DC,78,The Razors Edge,86,292880,All Out 90s
2614,If It Makes You Happy,Sheryl Crow,64,Sheryl Crow,66,323400,All Out 90s
2615,Basket Case,Green Day,78,Dookie,84,181533,All Out 90s
2616,The Kids Aren't Alright,The Offspring,74,Americana,84,180160,All Out 90s
2617,Fade Into You,Mazzy Star,65,So Tonight That I Might See,84,295600,All Out 90s
2618,Wannabe,Spice Girls,66,Spice,84,173027,All Out 90s
2619,What's Up?,4 Non Blondes,61,"Bigger, Better, Faster, More !",83,295533,All Out 90s
2620,Kiss Me,Sixpence None The Richer,62,Sixpence None the Richer,83,208680,All Out 90s
2621,No Scrubs,TLC,66,Fanmail,83,214400,All Out 90s
2622,Scar Tissue,Red Hot Chili Peppers,80,Californication (Deluxe Edition),85,215907,All Out 90s
2623,Good Riddance (Time of Your Life),Green Day,78,Nimrod,83,153467,All Out 90s
2624,...Baby One More Time,Britney Spears,78,...Baby One More Time (Digital Deluxe Version),83,211067,All Out 90s
2625,Bitter Sweet Symphony - Remastered 2016,The Verve,63,Urban Hymns (Remastered 2016),82,357267,All Out 90s
2626,Song 2 - 2012 Remaster,Blur,67,Blur (Special Edition),82,121160,All Out 90s
2627,November Rain,Guns N' Roses,77,Use Your Illusion I,82,536067,All Out 90s
2628,Linger,The Cranberries,71,"Everybody Else Is Doing It, So Why Can't We?",82,274707,All Out 90s
2629,Otherside,Red Hot Chili Peppers,80,Californication (Deluxe Edition),85,255373,All Out 90s
2630,All Star,Smash Mouth,63,Astro Lounge,82,200373,All Out 90s
2631,What's My Age Again?,blink-182,78,Enema Of The State,82,148360,All Out 90s
2632,Lovefool,The Cardigans,65,First Band On The Moon (Remastered),82,193953,All Out 90s
2633,Wind Of Change,Scorpions,69,Crazy World,82,312360,All Out 90s
2634,Wicked Game,Chris Isaak,62,Heart Shaped World,81,289067,All Out 90s
2635,Heart-Shaped Box,Nirvana,78,In Utero (Deluxe Edition),81,281160,All Out 90s
2636,Knockin' On Heaven's Door,Guns N' Roses,77,Use Your Illusion II,81,336000,All Out 90s
2637,Mr. Jones,Counting Crows,65,August And Everything After,81,272293,All Out 90s
2638,It Wasn't Me,Shaggy,69,Hot Shot,81,227600,All Out 90s
2639,When I Come Around,Green Day,78,Dookie,81,178000,All Out 90s
2640,"Freed From Desire - prod. Molella, Phil Jay",Gala,59,Come Into My Life (The Album),80,213394,All Out 90s
2641,Santeria,Sublime,67,Sublime,80,182747,All Out 90s
2642,Smells Like Teen Spirit,Nirvana,78,Nevermind (Remastered),80,301920,All Out 90s
2643,Don't Cry (Original),Guns N' Roses,77,Use Your Illusion I,80,283733,All Out 90s
2644,Karma Police,Radiohead,78,OK Computer,80,264067,All Out 90s
2645,Killing Me Softly With His Song,Fugees,63,The Score (Expanded Edition),80,298773,All Out 90s
2646,Even Flow,Pearl Jam,71,Ten,80,292581,All Out 90s
2647,Fantasy,Mariah Carey,77,Daydream,79,243493,All Out 90s
2648,Self Esteem,The Offspring,74,Smash,79,257827,All Out 90s
2649,I Will Always Love You,Whitney Houston,73,The Bodyguard - Original Soundtrack Album,79,271093,All Out 90s
2650,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,68,It Must Have Been Love,79,258787,All Out 90s
2651,Learn to Fly,Foo Fighters,75,There Is Nothing Left To Lose,79,235293,All Out 90s
2652,Black Hole Sun,Soundgarden,64,Superunknown (Deluxe Edition),79,318587,All Out 90s
2653,"Nuthin' But A ""G"" Thang",Dr. Dre,77,The Chronic,79,237573,All Out 90s
2654,One,U2,75,Achtung Baby (Deluxe Edition),79,276187,All Out 90s
2655,Come As You Are,Nirvana,78,Nevermind (Remastered),79,218920,All Out 90s
2656,High and Dry,Radiohead,78,The Bends,79,257480,All Out 90s
2657,Better Off Alone,Alice Deejay,57,Who Needs Guitars Anyway?,79,214883,All Out 90s
2658,Mambo No. 5 (a Little Bit of...),Lou Bega,56,A Little Bit of Mambo,78,220293,All Out 90s
2659,Return of the Mack,Mark Morrison,60,Return of the Mack,78,213093,All Out 90s
2660,My Hero,Foo Fighters,75,The Colour And The Shape,78,260027,All Out 90s
2661,Doo Wop (That Thing),Ms. Lauryn Hill,69,The Miseducation of Lauryn Hill,78,320267,All Out 90s
2662,You Get What You Give,New Radicals,56,Maybe You've Been Brainwashed Too,78,300773,All Out 90s
2663,All That She Wants,Ace of Base,62,The Sign,78,211213,All Out 90s
2664,Enter Sandman (Remastered),Metallica,79,Metallica (Remastered),78,331560,All Out 90s
2665,Always,Bon Jovi,75,Cross Road,78,353027,All Out 90s
2666,Pretty Fly (For A White Guy),The Offspring,74,Americana,78,188667,All Out 90s
2667,The Man Who Sold The World - Live,Nirvana,78,MTV Unplugged In New York,78,261093,All Out 90s
2668,No Rain,Blind Melon,58,Blind Melon,78,217107,All Out 90s
2669,Nothing Compares 2 U,Sinéad O'Connor,60,I Do Not Want What I Haven't Got,78,280040,All Out 90s
2670,Fly Away,Lenny Kravitz,67,5,78,221333,All Out 90s
2671,Alive,Pearl Jam,71,Ten,77,340907,All Out 90s
2672,My Name Is,Eminem,87,The Slim Shady LP,77,268400,All Out 90s
2673,Changes,2Pac,77,Greatest Hits,77,268827,All Out 90s
2674,Give It Away,Red Hot Chili Peppers,80,Blood Sugar Sex Magik (Deluxe Edition),77,282907,All Out 90s
2675,"What Is Love - 7"" Mix",Haddaway,61,The Album,77,270373,All Out 90s
2676,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,70,Mellon Collie And The Infinite Sadness (Deluxe Edition),77,258467,All Out 90s
2677,It Ain't Over 'Til It's Over,Lenny Kravitz,67,Mama Said,77,242640,All Out 90s
2678,Thank You,Dido,68,No Angel,77,218360,All Out 90s
2679,Everybody Hurts,R.E.M.,71,Automatic For The People,77,320267,All Out 90s
2680,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,71,Let's Talk About Love,77,280000,All Out 90s
2681,Waterfalls,TLC,66,Crazysexycool,76,279507,All Out 90s
2682,Buddy Holly,Weezer,70,Weezer,76,159227,All Out 90s
2683,Genie In a Bottle,Christina Aguilera,74,Christina Aguilera (Expanded Edition),76,217573,All Out 90s
2684,I Got 5 On It,Luniz,55,Operation Stackola,76,253533,All Out 90s
2685,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,74,Life After Death (2014 Remastered Edition),76,257400,All Out 90s
2686,Regulate,Warren G,60,Regulate… G Funk Era,76,248867,All Out 90s
2687,Are You Gonna Go My Way,Lenny Kravitz,67,Are You Gonna Go My Way,76,211933,All Out 90s
2688,Shiny Happy People,R.E.M.,71,Out Of Time (25th Anniversary Edition),77,225787,All Out 90s
2689,Semi-Charmed Life,Third Eye Blind,60,Third Eye Blind,76,268360,All Out 90s
2690,"Boom, Boom, Boom, Boom!!",Vengaboys,60,The Party Album!,76,202583,All Out 90s
2691,Ordinary World,Duran Duran,66,Duran Duran,76,340200,All Out 90s
2692,Crazy,Aerosmith,73,Get A Grip,76,316827,All Out 90s
2693,They Don't Care About Us,Michael Jackson,80,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",76,284160,All Out 90s
2694,Closing Time,Semisonic,55,20th Century Masters: The Millennium Collection: Best Of Semisonic,76,274160,All Out 90s
2695,Push,Matchbox Twenty,64,Yourself or Someone Like You,76,238667,All Out 90s
2696,Insane in the Brain,Cypress Hill,64,Black Sunday,75,208267,All Out 90s
2697,Bed Of Roses,Bon Jovi,75,Keep The Faith,75,394400,All Out 90s
2698,There She Goes,The La's,56,The La's,75,162187,All Out 90s
2699,When You Say Nothing At All,Ronan Keating,59,Ronan,75,256827,All Out 90s
2700,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,71,Falling into You,75,273667,All Out 90s
2701,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,73,Armageddon - The Album,75,298760,All Out 90s
2702,Jump Around - 30 Years Remaster,House Of Pain,56,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],75,218547,All Out 90s
2703,Ironic - 2015 Remaster,Alanis Morissette,65,Jagged Little Pill (2015 Remaster),75,230000,All Out 90s
2704,U Can't Touch This,MC Hammer,54,Please Hammer Don't Hurt 'Em,75,257360,All Out 90s
2705,Always Be My Baby,Mariah Carey,77,Daydream,75,258133,All Out 90s
2706,Ready or Not,Fugees,63,The Score (Expanded Edition),75,226987,All Out 90s
2707,The Boy Is Mine,Brandy,62,Never Say Never,75,294787,All Out 90s
2708,Man! I Feel Like A Woman!,Shania Twain,70,Come On Over,75,234493,All Out 90s
2709,The Sign,Ace of Base,62,The Sign,75,191240,All Out 90s
2710,Streets of Philadelphia - Single Edit,Bruce Springsteen,73,Greatest Hits,75,195080,All Out 90s
2711,I Try,Macy Gray,56,On How Life Is,75,239440,All Out 90s
2712,Coco Jamboo,Mr. President,53,We See The Same Sun,75,218733,All Out 90s
2713,Back for Good - Radio Mix,Take That,62,Nobody Else (Expanded Edition),75,242267,All Out 90s
2714,Butterfly,Crazy Town,55,The Gift Of Game,75,216733,All Out 90s
2715,Boombastic,Shaggy,69,Boombastic,74,249933,All Out 90s
2716,Live And Let Die,Guns N' Roses,77,Use Your Illusion I,74,182733,All Out 90s
2717,It's All Coming Back to Me Now,Céline Dion,71,Falling into You,74,456867,All Out 90s
2718,Around the World,Daft Punk,78,Homework,74,429533,All Out 90s
2719,Learning To Fly,Tom Petty and the Heartbreakers,65,Into The Great Wide Open,74,242107,All Out 90s
2720,Gettin' Jiggy Wit It,Will Smith,64,Big Willie Style,74,227933,All Out 90s
2721,She's so High,Tal Bachman,51,Tal Bachman,74,224693,All Out 90s
2722,3AM,Matchbox Twenty,64,Yourself or Someone Like You,74,225947,All Out 90s
2723,Don't Look Back In Anger - Remastered,Oasis,74,(What's The Story) Morning Glory? (Deluxe Remastered Edition),74,289560,All Out 90s
2724,Ode To My Family,The Cranberries,71,No Need To Argue (The Complete Sessions 1994-1995),74,271533,All Out 90s
2725,One Headlight,The Wallflowers,54,Bringing Down The Horse,74,312627,All Out 90s
2726,Slide,The Goo Goo Dolls,69,Dizzy up the Girl,74,212067,All Out 90s
2727,Miami,Will Smith,64,Big Willie Style,74,197560,All Out 90s
2728,I'll Stand by You,Pretenders,60,Last of the Independents,74,240760,All Out 90s
2729,Loser,Beck,63,Mellow Gold,74,235000,All Out 90s
2730,End Of The Road,Boyz II Men,63,Cooleyhighharmony (Bonus Tracks Version),74,351467,All Out 90s
2731,Pony,Ginuwine,62,R&B: From Doo-Wop To Hip-Hop,74,251733,All Out 90s
2732,"Bills, Bills, Bills",Destiny's Child,68,The Writing's On The Wall,74,256027,All Out 90s
2733,You're Still The One,Shania Twain,70,Come On Over,74,212200,All Out 90s
2734,Teardrop,Massive Attack,61,Mezzanine,74,330773,All Out 90s
2735,Cryin',Aerosmith,73,Get A Grip,73,308560,All Out 90s
2736,Scatman (ski-ba-bop-ba-dop-bop),Scatman John,52,Scatman's World,73,215973,All Out 90s
2737,Breakfast At Tiffany's,Deep Blue Something,51,Home,73,257373,All Out 90s
2738,Lithium,Nirvana,78,Nevermind (Remastered),73,257053,All Out 90s
2739,I Love You Always Forever,Donna Lewis,52,Now in a Minute,73,239960,All Out 90s
2740,Save Me (with Lainey Wilson),Jelly Roll,74,Whitsitt Chapel,24,237493,Hot Country
2741,Think I'm In Love With You,Chris Stapleton,78,Think I’m In Love With You,75,222800,Hot Country
2742,Glory Days,Gabby Barrett,61,Glory Days,71,162733,Hot Country
2743,Different 'Round Here,Riley Green,67,Different 'Round Here,75,174992,Hot Country
2744,Where the Wild Things Are,Luke Combs,81,Gettin' Old,76,239533,Hot Country
2745,World on Fire,Nate Smith,63,NATE SMITH (DELUXE),78,189987,Hot Country
2746,Heart They Didn't Break,Maddie & Tae,59,Heart They Didn't Break,70,190540,Hot Country
2747,Man Made A Bar (feat. Eric Church),Morgan Wallen,85,One Thing At A Time,77,191231,Hot Country
2748,Things I Take For Granted,Larry Fleet,56,Earned It,64,206929,Hot Country
2749,Country Boy's Dream Girl,Ella Langley,56,Country Boy's Dream Girl,72,183907,Hot Country
2750,TRUCK BED,HARDY,71,the mockingbird & THE CROW,80,167535,Hot Country
2751,Burn It Down - Radio Edit,Parker McCollum,65,Burn It Down (Radio Edit),71,216673,Hot Country
2752,If You Were A Song,Abbey Cone,47,If You Were A Song,70,259876,Hot Country
2753,I Can Feel It,Kane Brown,70,I Can Feel It,73,163600,Hot Country
2754,This Town's Been Too Good To Us,Dylan Scott,66,This Town's Been Too Good To Us,78,191627,Hot Country
2755,Save Me The Trouble,Dan + Shay,69,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",70,200347,Hot Country
2756,Bigger Mistakes,Mitchell Tenpenny,62,Bigger Mistakes,71,179229,Hot Country
2757,Can't Break Up Now,Old Dominion,67,Can't Break Up Now,71,200133,Hot Country
2758,Ain't Missin' You,Dylan Schneider,52,Ain't Missin' You,66,176372,Hot Country
2759,See You Next Summer,Brian Kelley,50,See You Next Summer,71,157800,Hot Country
2760,Heartbroken - Jessie Version,Diplo,75,Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant,72,197803,Hot Country
2761,Friends Like That,John Morgan,51,Friends Like That,68,186293,Hot Country
2762,Something's Gonna Kill Me,Corey Kent,62,Something's Gonna Kill Me,73,183680,Hot Country
2763,I'm Not Pretty,Megan Moroney,65,Lucky,75,181067,Hot Country
2764,Old Dirt Roads,Owen Riegling,48,Old Dirt Roads,70,227892,Hot Country
2765,Mamaw's House,Thomas Rhett,70,Mamaw's House,76,187269,Hot Country
2766,Out Of That Truck,Carrie Underwood,68,Out Of That Truck,72,177400,Hot Country
2767,Tucson Too Late,Jordan Davis,71,Bluebird Days,74,172853,Hot Country
2768,We Don't Fight Anymore,Carly Pearce,61,We Don't Fight Anymore,74,220146,Hot Country
2769,But I Got A Beer In My Hand,Luke Bryan,73,But I Got A Beer In My Hand,73,176427,Hot Country
2770,Last Rodeo,Restless Road,56,Last Rodeo,72,195488,Hot Country
2771,Hold On,Luke Grimes,54,Hold On,71,184107,Hot Country
2772,I’m In Love,Hailey Whitters,55,I'm In Love,67,146867,Hot Country
2773,How I Learned To Pray (feat. Luke Combs),Charlie Worsham,49,How I Learned To Pray (feat. Luke Combs),71,270933,Hot Country
2774,Back Then Right Now,Tyler Hubbard,62,Back Then Right Now,70,201485,Hot Country
2775,goodbye looks good on you (feat. Mitchell Tenpenny),Alana Springsteen,57,TWENTY SOMETHING,72,171080,Hot Country
2776,Let Your Boys Be Country,Jason Aldean,72,Highway Desperado,48,196027,Hot Country
2777,Christmas (Baby Please Come Home),Darlene Love,57,A Christmas Gift For You From Phil Spector,72,166453,Christmas Classics
2778,Have Yourself A Merry Little Christmas,Judy Garland,51,Meet Me In St. Louis,69,162333,Christmas Classics
2779,I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,48,I Want a Hippopotamus for Christmas (Hippo the Hero),70,155467,Christmas Classics
2780,Jingle Bells - Remastered 1999,Frank Sinatra,76,A Jolly Christmas From Frank Sinatra,73,120693,Christmas Classics
2781,Santa Baby,Eartha Kitt,54,The Essential Eartha Kitt,70,206507,Christmas Classics
2782,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,51,Dr. Seuss' How The Grinch Stole Christmas! (Original TV Soundtrack),67,315707,Christmas Classics
2783,Winter Wonderland,Darlene Love,57,A Christmas Gift For You From Phil Spector,66,146080,Christmas Classics
2784,Little Saint Nick,The Beach Boys,69,Christmas With The Beach Boys,66,130680,Christmas Classics
2785,When a Child Is Born,Johnny Mathis,56,I Only Have Eyes For You,64,223453,Christmas Classics
2786,God Rest Ye Merry Gentlemen,Bing Crosby,67,White Christmas,65,137267,Christmas Classics
2787,Cool Yule,Louis Armstrong,68,The Decca Singles 1949-1958,63,176800,Christmas Classics
2788,A Marshmallow World,Darlene Love,57,A Christmas Gift For You From Phil Spector,63,143133,Christmas Classics
2789,(Everybody's Waitin' For) The Man With The Bag,Kay Starr,46,A Capitol Christmas,63,162333,Christmas Classics
2790,Christmas Time Is Here,Vince Guaraldi Trio,61,Charlie Brown Holiday Hits,72,163093,Christmas Classics
2791,"Caroling, Caroling",Nat King Cole,69,The Christmas Song (Expanded Edition),67,121987,Christmas Classics
2792,Happy Holiday / The Holiday Season,Andy Williams,65,The Andy Williams Christmas Album,71,156867,Christmas Classics
2793,Merry Christmas Darling - Remix,Carpenters,65,Christmas Portrait (Special Edition/Reissue),67,186973,Christmas Classics
2794,Silver Bells,Bing Crosby,67,White Christmas,63,182667,Christmas Classics
2795,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,61,A Perry Como Christmas,65,178293,Christmas Classics
2796,Santa Claus Is Comin' to Town,Frank Sinatra,76,Christmas Songs by Sinatra,68,154640,Christmas Classics
